filter_id,comid,p10,p25,p50,p75,p90,source,result_type,metric,start_coord_x,start_coord_y,end_coord_x,end_coord_y
WC718105900010,21609873,288,300.2375,312,323.272916666666,334.75,model,predicted,DS_Tim,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,2,2,3,5,7,inferred,predicted,FA_Dur,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,110.038598461143,170.002522976957,279.074314390535,417.087729505937,736.87,model,predicted,FA_Mag,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,11.125,27.75,41.25,48,55.1,model,predicted,FA_Tim,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,7790.406583532221,9131.2388964127,10727.9125224321,14725.729235851599,22784.3086553539,model,predicted,Peak_10,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,3189.86598754232,4551.58796621499,5001.89482280343,5813.316088204339,9572.52346446984,model,predicted,Peak_2,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,5990.145,7197.246999999999,8225.243,8767.534,14801.1,model,predicted,Peak_5,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,1,1,1,2,4,inferred,predicted,Peak_Dur_10,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,1,4,13,29,47,inferred,predicted,Peak_Dur_2,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,1,1,2,5,12,inferred,predicted,Peak_Dur_5,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,1,1,1,1,1,inferred,predicted,Peak_Fre_10,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,1,1,2,3,5,inferred,predicted,Peak_Fre_2,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,1,1,1,2,3,inferred,predicted,Peak_Fre_5,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,49.325,58,68.5208333333333,78.13125,89.75,model,predicted,SP_Dur,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,2210.59651918999,2964.03061341721,3703.06762038753,4873.14329958998,6468.34,model,predicted,SP_Mag,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,0.0426981687605065,0.05,0.0614035087719298,0.0764956229646436,0.08,inferred,predicted,SP_ROC,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,229.75,234.25,244,251.85,261.12,model,predicted,SP_Tim,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,69.485,83.6125,100,124.15625,162,model,predicted,Wet_BFL_Dur,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,202.594093334351,255.047984029266,347.204635700991,441.786739560182,541.93,model,predicted,Wet_BFL_Mag_10,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,674.816102265255,883.925584921691,1127.12752629397,1501.79737842738,2069.97,model,predicted,Wet_BFL_Mag_50,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,96.0633333333334,124.625,147.116666666667,161.166666666667,170.75,model,predicted,Wet_Tim,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900012,21609873,136.816666666666,175.4375,200.5,219.929166666667,238.02,model,predicted,DS_Dur_WS,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,39.2121671034149,59.5421613580459,84.5779509370609,119.815415361584,167.78,model,predicted,DS_Mag_50,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,111.760122006045,171.86427288041,257.13823094685,364.889336682139,493.45,model,predicted,DS_Mag_90,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,288,300.2375,312,323.272916666666,334.75,model,predicted,DS_Tim,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,2,2,3,5,7,inferred,predicted,FA_Dur,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,110.038598461143,170.002522976957,279.074314390535,417.087729505937,736.87,model,predicted,FA_Mag,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,11.125,27.75,41.25,48,55.1,model,predicted,FA_Tim,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,7790.406583532221,9131.2388964127,10727.9125224321,14725.729235851599,22784.3086553539,model,predicted,Peak_10,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,3189.86598754232,4551.58796621499,5001.89482280343,5813.316088204339,9572.52346446984,model,predicted,Peak_2,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,5990.145,7197.246999999999,8225.243,8767.534,14801.1,model,predicted,Peak_5,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,1,1,1,2,4,inferred,predicted,Peak_Dur_10,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,1,4,13,29,47,inferred,predicted,Peak_Dur_2,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,1,1,2,5,12,inferred,predicted,Peak_Dur_5,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,1,1,1,1,1,inferred,predicted,Peak_Fre_10,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,1,1,2,3,5,inferred,predicted,Peak_Fre_2,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,1,1,1,2,3,inferred,predicted,Peak_Fre_5,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,49.325,58,68.5208333333333,78.13125,89.75,model,predicted,SP_Dur,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,2210.59651918999,2964.03061341721,3703.06762038753,4873.14329958998,6468.34,model,predicted,SP_Mag,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,0.0426981687605065,0.05,0.0614035087719298,0.0764956229646436,0.08,inferred,predicted,SP_ROC,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,229.75,234.25,244,251.85,261.12,model,predicted,SP_Tim,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,69.485,83.6125,100,124.15625,162,model,predicted,Wet_BFL_Dur,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,202.594093334351,255.047984029266,347.204635700991,441.786739560182,541.93,model,predicted,Wet_BFL_Mag_10,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,674.816102265255,883.925584921691,1127.12752629397,1501.79737842738,2069.97,model,predicted,Wet_BFL_Mag_50,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900012,21609873,96.0633333333334,124.625,147.116666666667,161.166666666667,170.75,model,predicted,Wet_Tim,-119.8371833,37.66947964,-119.8357427,37.67122127
WC718105900014,21609873,136.816666666666,175.4375,200.5,219.929166666667,238.02,model,predicted,DS_Dur_WS,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,39.2121671034149,59.5421613580459,84.5779509370609,119.815415361584,167.78,model,predicted,DS_Mag_50,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,111.760122006045,171.86427288041,257.13823094685,364.889336682139,493.45,model,predicted,DS_Mag_90,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,288,300.2375,312,323.272916666666,334.75,model,predicted,DS_Tim,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,2,2,3,5,7,inferred,predicted,FA_Dur,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,110.038598461143,170.002522976957,279.074314390535,417.087729505937,736.87,model,predicted,FA_Mag,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,11.125,27.75,41.25,48,55.1,model,predicted,FA_Tim,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,7790.406583532221,9131.2388964127,10727.9125224321,14725.729235851599,22784.3086553539,model,predicted,Peak_10,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,3189.86598754232,4551.58796621499,5001.89482280343,5813.316088204339,9572.52346446984,model,predicted,Peak_2,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,5990.145,7197.246999999999,8225.243,8767.534,14801.1,model,predicted,Peak_5,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,1,1,1,2,4,inferred,predicted,Peak_Dur_10,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,1,4,13,29,47,inferred,predicted,Peak_Dur_2,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,1,1,2,5,12,inferred,predicted,Peak_Dur_5,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,1,1,1,1,1,inferred,predicted,Peak_Fre_10,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,1,1,2,3,5,inferred,predicted,Peak_Fre_2,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,1,1,1,2,3,inferred,predicted,Peak_Fre_5,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,49.325,58,68.5208333333333,78.13125,89.75,model,predicted,SP_Dur,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,2210.59651918999,2964.03061341721,3703.06762038753,4873.14329958998,6468.34,model,predicted,SP_Mag,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,0.0426981687605065,0.05,0.0614035087719298,0.0764956229646436,0.08,inferred,predicted,SP_ROC,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,229.75,234.25,244,251.85,261.12,model,predicted,SP_Tim,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,69.485,83.6125,100,124.15625,162,model,predicted,Wet_BFL_Dur,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,202.594093334351,255.047984029266,347.204635700991,441.786739560182,541.93,model,predicted,Wet_BFL_Mag_10,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,674.816102265255,883.925584921691,1127.12752629397,1501.79737842738,2069.97,model,predicted,Wet_BFL_Mag_50,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900014,21609873,96.0633333333334,124.625,147.116666666667,161.166666666667,170.75,model,predicted,Wet_Tim,-119.8353232,37.67202338,-119.8353232,37.67202338
WC718105900017,21609829,136.575,176.89375,200.208333333333,219.46875,237.61,model,predicted,DS_Dur_WS,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,38.7588175428209,59.1430620950992,85.0821140000083,118.293045603197,165.87,model,predicted,DS_Mag_50,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,110.487359800284,172.035695199691,255.57216683074,362.18959154415103,493.41,model,predicted,DS_Mag_90,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,288.2375,300.19375,312,323.3375,334.75,model,predicted,DS_Tim,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,2,2,3,5,7,inferred,predicted,FA_Dur,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,108.636985406176,170.865062506365,282.028645499155,418.365331427074,734.3,model,predicted,FA_Mag,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,11.4375,27.8,41,48,55.12,model,predicted,FA_Tim,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,7739.409734592379,9205.88200947087,10667.8712903166,14626.367412535801,23099.1277720511,model,predicted,Peak_10,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,3214.4380735975,4576.2684359940795,5012.697515609149,5795.79538733151,9560.01766593131,model,predicted,Peak_2,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,5947.5869999999995,7165.5019999999995,8178.482,8724.363000000001,15132.06,model,predicted,Peak_5,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,1,1,1,2,4,inferred,predicted,Peak_Dur_10,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,1,4,13,29,47,inferred,predicted,Peak_Dur_2,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,1,1,2,5,12,inferred,predicted,Peak_Dur_5,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,1,1,1,1,1,inferred,predicted,Peak_Fre_10,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,1,1,2,3,5,inferred,predicted,Peak_Fre_2,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,1,1,1,2,3,inferred,predicted,Peak_Fre_5,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,49.3166666666667,58.19375,68.7,78,89.8,model,predicted,SP_Dur,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,2254.25855178293,2965.89630029072,3677.26800076548,4851.66492192799,6254.55,model,predicted,SP_Mag,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,0.0426981687605065,0.05,0.0614035087719298,0.0764956229646436,0.08,inferred,predicted,SP_ROC,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,229.75,234.475,244,252.2,261.01,model,predicted,SP_Tim,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,69.53,83.3479166666667,99.0833333333333,123.766666666667,161.66,model,predicted,Wet_BFL_Dur,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,200.564903217549,253.772822189366,345.008800394659,435.524713037906,533.39,model,predicted,Wet_BFL_Mag_10,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,674.039729579961,892.915562511948,1123.98809619988,1521.02359713971,2082.48,model,predicted,Wet_BFL_Mag_50,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900017,21609829,98.1633333333334,125.325,147,161.2,170.03,model,predicted,Wet_Tim,-119.8312759,37.6734214,-119.8284989,37.67154548
WC718105900020,21609865,136.775,177.075,200.208333333333,219.675,237.54,model,predicted,DS_Dur_WS,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,38.8370018946144,59.0609211058421,85.0259245824186,117.950801749727,165.64,model,predicted,DS_Mag_50,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,110.130670873547,172.688754169717,255.477160641985,361.747709929017,492.23,model,predicted,DS_Mag_90,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,288.1225,300.19375,312,323.275,334.75,model,predicted,DS_Tim,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,2,2,3,5,7,inferred,predicted,FA_Dur,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,109.209325692992,171.062696805749,281.601822189547,418.67519448824,732.85,model,predicted,FA_Mag,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,11.5541666666666,27.8333333333333,40.9,48,55.12,model,predicted,FA_Tim,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,7734.99189351765,9272.84527472341,10653.055190676,14606.053545685701,23005.4476446318,model,predicted,Peak_10,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,3250.8348388469103,4564.48800986689,4970.28057603746,5780.88499519151,9491.31268775727,model,predicted,Peak_2,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,5948.039000000001,7158.971,8163.459,8720.213,15336.57,model,predicted,Peak_5,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,1,1,1,2,4,inferred,predicted,Peak_Dur_10,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,1,4,13,29,47,inferred,predicted,Peak_Dur_2,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,1,1,2,5,12,inferred,predicted,Peak_Dur_5,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,1,1,1,1,1,inferred,predicted,Peak_Fre_10,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,1,1,2,3,5,inferred,predicted,Peak_Fre_2,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,1,1,1,2,3,inferred,predicted,Peak_Fre_5,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,49.1625,58.225,68.6833333333334,78,89.72,model,predicted,SP_Dur,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,2253.31173423468,2967.97577691554,3671.85276994005,4864.10257204956,6257.08,model,predicted,SP_Mag,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,0.0426981687605065,0.05,0.0614035087719298,0.0764956229646436,0.08,inferred,predicted,SP_ROC,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,229.75,234.5,244.05,252.316666666666,261.12,model,predicted,SP_Tim,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,69.41,83.3166666666667,99.0833333333333,123.9875,162,model,predicted,Wet_BFL_Dur,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,200.638364537612,253.472126394901,346.073410673104,436.921773733779,534.03,model,predicted,Wet_BFL_Mag_10,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,673.023240239627,892.86536238893,1122.05627889671,1517.25748386083,2092.86,model,predicted,Wet_BFL_Mag_50,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900020,21609865,97.6633333333334,125.333333333333,147.25,161.177083333333,169.76,model,predicted,Wet_Tim,-119.8286634,37.67134591,-119.8251247,37.67045969
WC718105900021,21609865,136.775,177.075,200.208333333333,219.675,237.54,model,predicted,DS_Dur_WS,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,38.8370018946144,59.0609211058421,85.0259245824186,117.950801749727,165.64,model,predicted,DS_Mag_50,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,110.130670873547,172.688754169717,255.477160641985,361.747709929017,492.23,model,predicted,DS_Mag_90,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,288.1225,300.19375,312,323.275,334.75,model,predicted,DS_Tim,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,2,2,3,5,7,inferred,predicted,FA_Dur,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,109.209325692992,171.062696805749,281.601822189547,418.67519448824,732.85,model,predicted,FA_Mag,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,11.5541666666666,27.8333333333333,40.9,48,55.12,model,predicted,FA_Tim,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,7734.99189351765,9272.84527472341,10653.055190676,14606.053545685701,23005.4476446318,model,predicted,Peak_10,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,3250.8348388469103,4564.48800986689,4970.28057603746,5780.88499519151,9491.31268775727,model,predicted,Peak_2,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,5948.039000000001,7158.971,8163.459,8720.213,15336.57,model,predicted,Peak_5,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,1,1,1,2,4,inferred,predicted,Peak_Dur_10,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,1,4,13,29,47,inferred,predicted,Peak_Dur_2,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,1,1,2,5,12,inferred,predicted,Peak_Dur_5,-119.8251082,37.67041711,-119.821648,37.67000958
WC718105900021,21609865,1,1,1,1,1,inferred,predicted,Peak_Fre_10,-119.8251082,37.67041711,-119.821648,37.67000958
