filter_id,comid,p10,p25,p50,p75,p90,source,result_type,metric,start_coord_x,start_coord_y,end_coord_x,end_coord_y
WC718105900004,21610157,132.95,162.55,190.65,220.875,242.93,model,predicted,DS_Dur_WS,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,0,0.029923099524357,0.293486699722578,0.767806090338238,1.3,model,predicted,DS_Mag_50,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,0.444322612213031,1.13398435910142,2.13720951016179,3.99169875758394,6.6,model,predicted,DS_Mag_90,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,216.773333333334,233,248.133333333333,263.43125,280.89,model,predicted,DS_Tim,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,2,3,4,6,9,inferred,predicted,FA_Dur,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,1.60223294107035,2.86663380767557,6.20946466050768,12.580629848487,26.33,model,predicted,FA_Mag,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,9.63333333333334,19.8645833333333,35.7,43,52,model,predicted,FA_Tim,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,526.30149180373,733.45658121041,837.886586007892,1090.70588936626,1587.11585231514,model,predicted,Peak_10,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,124.553893073368,235.33732856549702,370.71828029918703,429.08022006477796,550.357034331759,model,predicted,Peak_2,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,442.2217,576.3652,670.2007,930.8882,1328.7179999999998,model,predicted,Peak_5,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,1,1,1,2,3,inferred,predicted,Peak_Dur_10,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,1,1,3,6,10,inferred,predicted,Peak_Dur_2,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,1,1,1,2,4,inferred,predicted,Peak_Dur_5,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,1,1,1,1,2,inferred,predicted,Peak_Fre_10,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,1,1,2,3,5,inferred,predicted,Peak_Fre_2,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,1,1,1,2,2,inferred,predicted,Peak_Fre_5,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,24.9833333333333,33.4666666666667,45.225,67.925,95.16,model,predicted,SP_Dur,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,19.809187633549,42.0733155978718,100.365429846885,228.631457285598,390.64,model,predicted,SP_Mag,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.15,inferred,predicted,SP_ROC,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,159,175.5,190.6,202.25,215.5,model,predicted,SP_Tim,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,54.97,74.7270833333334,99.5,129.36875,154.87,model,predicted,Wet_BFL_Dur,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,1.08888622172773,1.94961434710326,3.81263365495015,6.80587782873737,9.79,model,predicted,Wet_BFL_Mag_10,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,5.3761128750081,9.55611941289576,16.3895728702052,25.4332576766128,40.4,model,predicted,Wet_BFL_Mag_50,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900004,21610157,53.8,70.74375,85,94,102.8,model,predicted,Wet_Tim,-119.9661471,37.60504648,-119.9654354,37.60401681
WC718105900006,21610157,132.95,162.55,190.65,220.875,242.93,model,predicted,DS_Dur_WS,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,0,0.029923099524357,0.293486699722578,0.767806090338238,1.3,model,predicted,DS_Mag_50,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,0.444322612213031,1.13398435910142,2.13720951016179,3.99169875758394,6.6,model,predicted,DS_Mag_90,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,216.773333333334,233,248.133333333333,263.43125,280.89,model,predicted,DS_Tim,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,2,3,4,6,9,inferred,predicted,FA_Dur,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,1.60223294107035,2.86663380767557,6.20946466050768,12.580629848487,26.33,model,predicted,FA_Mag,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,9.63333333333334,19.8645833333333,35.7,43,52,model,predicted,FA_Tim,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,526.30149180373,733.45658121041,837.886586007892,1090.70588936626,1587.11585231514,model,predicted,Peak_10,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,124.553893073368,235.33732856549702,370.71828029918703,429.08022006477796,550.357034331759,model,predicted,Peak_2,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,442.2217,576.3652,670.2007,930.8882,1328.7179999999998,model,predicted,Peak_5,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,1,1,1,2,3,inferred,predicted,Peak_Dur_10,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,1,1,3,6,10,inferred,predicted,Peak_Dur_2,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,1,1,1,2,4,inferred,predicted,Peak_Dur_5,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,1,1,1,1,2,inferred,predicted,Peak_Fre_10,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,1,1,2,3,5,inferred,predicted,Peak_Fre_2,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,1,1,1,2,2,inferred,predicted,Peak_Fre_5,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,24.9833333333333,33.4666666666667,45.225,67.925,95.16,model,predicted,SP_Dur,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,19.809187633549,42.0733155978718,100.365429846885,228.631457285598,390.64,model,predicted,SP_Mag,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.15,inferred,predicted,SP_ROC,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,159,175.5,190.6,202.25,215.5,model,predicted,SP_Tim,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,54.97,74.7270833333334,99.5,129.36875,154.87,model,predicted,Wet_BFL_Dur,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,1.08888622172773,1.94961434710326,3.81263365495015,6.80587782873737,9.79,model,predicted,Wet_BFL_Mag_10,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,5.3761128750081,9.55611941289576,16.3895728702052,25.4332576766128,40.4,model,predicted,Wet_BFL_Mag_50,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900006,21610157,53.8,70.74375,85,94,102.8,model,predicted,Wet_Tim,-119.9647366,37.60402259,-119.9632652,37.60181693
WC718105900010,21609873,136.816666666666,175.4375,200.5,219.929166666667,238.02,model,predicted,DS_Dur_WS,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,39.2121671034149,59.5421613580459,84.5779509370609,119.815415361584,167.78,model,predicted,DS_Mag_50,-119.8389578,37.66826397,-119.8372833,37.66955499
WC718105900010,21609873,111.760122006045,171.86427288041,257.13823094685,364.889336682139,493.45,model,predicted,DS_Mag_90,-119.8389578,37.66826397,-119.8372833,37.66955499
