"","day","Date","year","month","WY","region","Flow_cfs"
"36239",104,2018-04-14,2018,4,2018,"COS_flow",1536.5
"36240",105,2018-04-15,2018,4,2018,"COS_flow",1418.3
"36241",106,2018-04-16,2018,4,2018,"COS_flow",1465.5
"36242",107,2018-04-17,2018,4,2018,"COS_flow",1532.2
"36243",108,2018-04-18,2018,4,2018,"COS_flow",1346.5
"36244",109,2018-04-19,2018,4,2018,"COS_flow",1247.4
"36245",110,2018-04-20,2018,4,2018,"COS_flow",1155.9
"36246",111,2018-04-21,2018,4,2018,"COS_flow",1099.1
"36247",112,2018-04-22,2018,4,2018,"COS_flow",1067.9
"36248",113,2018-04-23,2018,4,2018,"COS_flow",1027.5
"36249",114,2018-04-24,2018,4,2018,"COS_flow",967.6
"36250",115,2018-04-25,2018,4,2018,"COS_flow",911.3
"36251",116,2018-04-26,2018,4,2018,"COS_flow",873.7
"36252",117,2018-04-27,2018,4,2018,"COS_flow",845.5
"36253",118,2018-04-28,2018,4,2018,"COS_flow",814.3
"36254",119,2018-04-29,2018,4,2018,"COS_flow",767.5
"36255",120,2018-04-30,2018,4,2018,"COS_flow",727
"36256",121,2018-05-01,2018,5,2018,"COS_flow",705.6
"36257",122,2018-05-02,2018,5,2018,"COS_flow",697
"36258",123,2018-05-03,2018,5,2018,"COS_flow",649.8
"36259",124,2018-05-04,2018,5,2018,"COS_flow",608
"36260",125,2018-05-05,2018,5,2018,"COS_flow",577.8
"36261",126,2018-05-06,2018,5,2018,"COS_flow",543.7
"36262",127,2018-05-07,2018,5,2018,"COS_flow",497.8
"36263",128,2018-05-08,2018,5,2018,"COS_flow",466.9
"36264",129,2018-05-09,2018,5,2018,"COS_flow",451
"36265",130,2018-05-10,2018,5,2018,"COS_flow",431.4
"36266",131,2018-05-11,2018,5,2018,"COS_flow",411.7
"36267",132,2018-05-12,2018,5,2018,"COS_flow",395.7
"36268",133,2018-05-13,2018,5,2018,"COS_flow",380.5
"36269",134,2018-05-14,2018,5,2018,"COS_flow",367.8
"36270",135,2018-05-15,2018,5,2018,"COS_flow",346.2
"36271",136,2018-05-16,2018,5,2018,"COS_flow",332.2
"36272",137,2018-05-17,2018,5,2018,"COS_flow",339.6
"36273",138,2018-05-18,2018,5,2018,"COS_flow",327.7
"36274",139,2018-05-19,2018,5,2018,"COS_flow",327.6
"36275",140,2018-05-20,2018,5,2018,"COS_flow",302
"36276",141,2018-05-21,2018,5,2018,"COS_flow",283.1
"36277",142,2018-05-22,2018,5,2018,"COS_flow",264
"36278",143,2018-05-23,2018,5,2018,"COS_flow",214.8
"36279",144,2018-05-24,2018,5,2018,"COS_flow",205.9
"36280",145,2018-05-25,2018,5,2018,"COS_flow",199
"36281",146,2018-05-26,2018,5,2018,"COS_flow",212.1
"36282",147,2018-05-27,2018,5,2018,"COS_flow",207.7
"36283",148,2018-05-28,2018,5,2018,"COS_flow",190.5
"36284",149,2018-05-29,2018,5,2018,"COS_flow",174.4
"36285",150,2018-05-30,2018,5,2018,"COS_flow",161.1
"36286",151,2018-05-31,2018,5,2018,"COS_flow",149.6
"36287",152,2018-06-01,2018,6,2018,"COS_flow",142.5
"36288",153,2018-06-02,2018,6,2018,"COS_flow",139
"36289",154,2018-06-03,2018,6,2018,"COS_flow",132.4
"36290",155,2018-06-04,2018,6,2018,"COS_flow",125.4
"36291",156,2018-06-05,2018,6,2018,"COS_flow",118.4
"36292",157,2018-06-06,2018,6,2018,"COS_flow",113.5
"36293",158,2018-06-07,2018,6,2018,"COS_flow",111.5
"36294",159,2018-06-08,2018,6,2018,"COS_flow",109.2
"36295",160,2018-06-09,2018,6,2018,"COS_flow",105.7
"36296",161,2018-06-10,2018,6,2018,"COS_flow",102.9
"36297",162,2018-06-11,2018,6,2018,"COS_flow",101
"36298",163,2018-06-12,2018,6,2018,"COS_flow",98.3
"36299",164,2018-06-13,2018,6,2018,"COS_flow",94.6
"36300",165,2018-06-14,2018,6,2018,"COS_flow",89.3
"36301",166,2018-06-15,2018,6,2018,"COS_flow",86.5
"36302",167,2018-06-16,2018,6,2018,"COS_flow",82.6
"36303",168,2018-06-17,2018,6,2018,"COS_flow",80.6
"36304",169,2018-06-18,2018,6,2018,"COS_flow",80.2
"36305",170,2018-06-19,2018,6,2018,"COS_flow",83.2
"36306",171,2018-06-20,2018,6,2018,"COS_flow",87.9
"36307",172,2018-06-21,2018,6,2018,"COS_flow",84.2
"36308",173,2018-06-22,2018,6,2018,"COS_flow",80
"36309",174,2018-06-23,2018,6,2018,"COS_flow",76.1
"36310",175,2018-06-24,2018,6,2018,"COS_flow",72.9
"36311",176,2018-06-25,2018,6,2018,"COS_flow",72.1
"36312",177,2018-06-26,2018,6,2018,"COS_flow",71.2
"36313",178,2018-06-27,2018,6,2018,"COS_flow",67.4
"36314",179,2018-06-28,2018,6,2018,"COS_flow",65.3
"36315",180,2018-06-29,2018,6,2018,"COS_flow",63.8
