OBJECTID,NAME,ISO3,ISO2,FIPS     ,COUNTRY,ENGLISH,FRENCH,SPANISH ,LOCAL,FAO,WAS_ISO,SOVEREIGN,CONTINENT,UNREG1,UNREG2 ,EU,SQKM,CELLCODE,EOFORIGIN,NOFORIGIN,Geometry,
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE477N511,4770000,5110000,"list(list(c(21.2748813592318, 21.2735004430017, 21.2649993908761, 21.2641105622278, 21.263584139488, 21.2599163055457, 21.2578048742849, 21.2551116928224, 21.2446670518403, 21.1951942451495, 21.1747226714567, 21.1494445806673, 21.1421394360125, 21.1185283615035, 21.095083235137, 21.0862567588819, 21.0947955799223, 21.3371879914853, 21.2925588759019, 21.2748813592318, 68.7783434625487, 68.7791137690485, 68.7838592531752, 68.7860259977591, 68.7872772230521, 68.7987518299047, 68.8006668100265, 68.8053359996762,  68.8109741209994, 68.8253860446478, 68.8367767294012, 68.8491668737352, 68.8559722909379, 68.8599472019266, 68.8626937845869, 68.8637306949864, 68.881163840273, 68.8664621069653, 68.7772718498884, 68.7783434625487)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE477N512,4770000,5120000,"list(list(c(21.0947955799223, 21.1388918510189, 21.3822040855017, 21.3371879914853, 21.0947955799223, 68.881163840273, 68.9704146085229, 68.9556491325331, 68.8664621069653, 68.881163840273)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE477N513,4770000,5130000,"list(list(c(21.1388918510189, 21.183372600761, 21.4276121325678, 21.3822040855017, 21.1388918510189, 68.9704146085229, 69.059662590165, 69.0448328171369, 68.9556491325331, 68.9704146085229)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE477N514,4770000,5140000,"list(list(c(21.183372600761, 21.2282428014947, 21.4734171920592, 21.4276121325678, 21.183372600761, 69.059662590165, 69.1489076798393, 69.1340130483952, 69.0448328171369, 69.059662590165)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE477N515,4770000,5150000,"list(list(c(21.2282428014947, 21.2735075108336, 21.5196244099005, 21.4734171920592, 21.2282428014947, 69.1489076798393, 69.238149769312, 69.2231897109358, 69.1340130483952, 69.1489076798393)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE477N516,4770000,5160000,"list(list(c(21.3080998034663, 21.5460281331262, 21.549392911525, 21.5196244099005, 21.2735075108336, 21.3080998034663, 69.3057513007089, 69.2805023193565, 69.2801363599465, 69.2231897109358, 69.238149769312, 69.3057513007089)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE478N510,4780000,5100000,"list(list(c(21.4915034365666, 21.4897212965073, 21.464166643896, 21.4405002579155, 21.4242496482304, 21.4185829160898, 21.4169998172388, 21.4153327939076, 21.4058055890745, 21.4065837864198, 21.4084720571823, 21.4062213859656, 21.3935279828326, 21.3770561237495, 21.3758602178724, 21.3700275460485, 21.3621387503884, 21.3583888998277, 21.3290004741018, 21.3289165512147, 21.3227214814469, 21.315889354885, 21.3053340932532, 21.301860809646, 21.2946662917728, 21.2891429860842, 21.2925588759019, 21.5337398778133,  21.4915034365666, 68.6789398305561, 68.6791687000958, 68.6824417124361, 68.6894149768718, 68.696807862866, 68.6993865955462, 68.7034988355014, 68.7078323370677, 68.7324981666044, 68.7357482897974, 68.7437515261098, 68.7454986546963, 68.7553329497946, 68.7614440914202, 68.761886595892, 68.7627487173088, 68.7639160193199, 68.7640304538406, 68.7613067614112, 68.7613067668941, 68.760635372981, 68.7614974978755, 68.7628326408626, 68.7632751479883, 68.7673034663063, 68.7703860820994, 68.7772718498884,  68.762320762635, 68.6789398305561)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE478N511,4780000,5110000,"list(list(c(21.2925588759019, 21.3371879914853, 21.5792775593529, 21.5337398778133, 21.2925588759019, 68.7772718498884, 68.8664621069653, 68.8514465645466, 68.762320762635, 68.7772718498884)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE478N512,4780000,5120000,"list(list(c(21.3371879914853, 21.3822040855017, 21.6252095421809, 21.5792775593529, 21.3371879914853, 68.8664621069653, 68.9556491325331, 68.9405685777412, 68.8514465645466, 68.8664621069653)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE478N513,4780000,5130000,"list(list(c(21.3822040855017, 21.4276121325678, 21.6715408852982, 21.6252095421809, 21.3822040855017, 68.9556491325331, 69.0448328171369, 69.0296866857543, 68.9405685777412, 68.9556491325331)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE478N514,4780000,5140000,"list(list(c(21.4276121325678, 21.4734171920592, 21.7182767336894, 21.6715408852982, 21.4276121325678, 69.0448328171369, 69.1340130483952, 69.118800769079, 69.0296866857543, 69.0448328171369)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE478N515,4780000,5150000,"list(list(c(21.7395737167059, 21.7595673627421, 21.7182767336894, 21.4734171920592, 21.5196244099005, 21.7395737167059, 69.2095174761352, 69.1968442423004, 69.118800769079, 69.1340130483952, 69.2231897109358, 69.2095174761352)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE478N516,4780000,5160000,"list(list(c(21.549392911525, 21.5529727907401, 21.6440277093155, 21.7395737167059, 21.5196244099005, 21.549392911525, 69.2801363599465, 69.279747005781, 69.2700805615997, 69.2095174761352, 69.2231897109358, 69.2801363599465)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE479N509,4790000,5090000,"list(list(c(21.7014915538066, 21.7009716033952, 21.7010269199938, 21.7049642603057, 21.7014915538066, 68.6051643473113, 68.6058578490155, 68.6059417687259, 68.6119393648012, 68.6051643473113)), list(c(21.7074928337479, 21.7090549493906, 21.7091941844189, 21.7092781083012, 21.7084159849944, 21.7009715998192, 21.6870555872, 21.6821117422053, 21.6615829507485, 21.6325836140849, 21.6292495733266, 21.6187782280895, 21.6176948563635, 21.6078605675621, 21.6044919054173, 21.7285704308681, 21.7074928337479,  68.6168724420136, 68.6225280761972, 68.6230010941176, 68.6232528726273, 68.6237258891752, 68.6277465782443, 68.6352767925304, 68.6381378142783, 68.6500244172897, 68.6562194830047, 68.6577224747082, 68.6624450717511, 68.6627197264769, 68.6651382467128, 68.6658513138878, 68.6579934204711, 68.6168724420136)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE479N510,4790000,5100000,"list(list(c(21.6044919054173, 21.5813331601956, 21.5561389905493, 21.5295829734175, 21.5285282112155, 21.5111675248319, 21.4915034365666, 21.5337398778133, 21.7746162433792, 21.7285704308681, 21.6044919054173, 68.6658513138878, 68.6707534798878, 68.6733856193624, 68.6736145039256, 68.6737518323354, 68.6764144898534, 68.6789398305561, 68.762320762635, 68.7470577504987, 68.6579934204711, 68.6658513138878)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE479N511,4790000,5110000,"list(list(c(21.5337398778133, 21.5792775593529, 21.8210585567043, 21.7746162433792, 21.5337398778133, 68.762320762635, 68.8514465645466, 68.8361178454626, 68.7470577504987, 68.762320762635)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE479N512,4790000,5120000,"list(list(c(21.5792775593529, 21.6252095421809, 21.867902427438, 21.8210585567043, 21.5792775593529, 68.8514465645466, 68.9405685777412, 68.9251735848806, 68.8361178454626, 68.8514465645466)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE479N513,4790000,5130000,"list(list(c(21.6252095421809, 21.6715408852982, 21.9151529975633, 21.867902427438, 21.6252095421809, 68.9405685777412, 69.0296866857543, 69.0142248451789, 68.9251735848806, 68.9405685777412)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE479N514,4790000,5140000,"list(list(c(21.9131565838061, 21.9439449255458, 21.9537293537251, 21.9151529975633, 21.6715408852982, 21.7182767336894, 21.9131565838061, 69.1064250554207, 69.091835024585, 69.0862960867731, 69.0142248451789, 69.0296866857543, 69.118800769079, 69.1064250554207)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE479N515,4790000,5150000,"list(list(c(21.7595673627421, 21.8236942292978, 21.8748054519529, 21.8915824920452, 21.9007492042347, 21.9131565838061, 21.7182767336894, 21.7595673627421, 69.1968442423004, 69.1561965898672, 69.1307525624812, 69.1236953746171, 69.1123046851866, 69.1064250554207, 69.118800769079, 69.1968442423004)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE480N509,4800000,5090000,"list(list(c(21.9265080458605, 21.9232502025887, 21.9174175236495, 21.9045562751215, 21.8904724103601, 21.8545837445482, 21.8110008272798, 21.7914714800309, 21.7810001416566, 21.7730560314453, 21.7429447176586, 21.7294158940092, 21.7201671588003, 21.710027694935, 21.7066116360811, 21.7014915538066, 21.7049642603057, 21.7069721265231, 21.7073059094409, 21.7074928337479, 21.7285704308681, 21.968243025673, 21.9265080458605, 68.5626732828016, 68.5639419523587, 68.5662231460868, 68.5762786868254, 68.5793304457282,  68.5871124284778, 68.5848617541409, 68.583168029197, 68.5822525046697, 68.5815582265273, 68.5852813719097, 68.5869445764505, 68.5880813601514, 68.5937805218031, 68.5983352618728, 68.6051643473113, 68.6119393648012, 68.6149978686621, 68.6161956832186, 68.6168724420136, 68.6579934204711, 68.6424855001659, 68.5626732828016)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE480N510,4800000,5100000,"list(list(c(21.7285704308681, 21.7746162433792, 22.015182363009, 21.968243025673, 21.7285704308681, 68.6579934204711, 68.7470577504987, 68.73148344896, 68.6424855001659, 68.6579934204711)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE480N511,4800000,5110000,"list(list(c(21.7746162433792, 21.8210585567043, 22.0625253091859, 22.015182363009, 21.7746162433792, 68.7470577504987, 68.8361178454626, 68.8204765934704, 68.73148344896, 68.7470577504987)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE480N512,4800000,5120000,"list(list(c(21.8210585567043, 21.867902427438, 22.1102770012264, 22.0625253091859, 21.8210585567043, 68.8361178454626, 68.9251735848806, 68.9094648061245, 68.8204765934704, 68.8361178454626)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE480N513,4800000,5130000,"list(list(c(22.1025549363312, 22.1468400086439, 22.1102770012264, 21.867902427438, 21.9151529975633, 22.1025549363312, 69.0020721728007, 68.9770127536874, 68.9094648061245, 68.9251735848806, 69.0142248451789, 69.0020721728007)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE480N514,4800000,5140000,"list(list(c(21.9537293537251, 21.9729747717776, 21.9753055600737, 21.9893894162994, 22.1025549363312, 21.9151529975633, 21.9537293537251, 69.0862960867731, 69.0754013086827, 69.074081421484, 69.066108699051, 69.0020721728007, 69.0142248451789, 69.0862960867731)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE481N508,4810000,5080000,"list(list(c(22.1255742936487, 22.1235275244306, 22.1197776800016, 22.1110286725138, 22.1073055293819, 22.0942497211154, 22.0938053136538, 22.0774440752309, 22.0743331951982, 22.0445270525071, 22.0376396186862, 22.0282230366391, 22.0261936221152, 22.0248603791425, 22.018777843248, 22.0098056825749, 22.0034999866923, 21.9986381536427, 21.9968051901392, 21.9726944013609, 21.9646451143058, 22.1601804652637, 22.1255742936487, 68.472277240881, 68.47241973575, 68.47652434988, 68.4790802013334, 68.4801635728719,  68.4803924574351, 68.4804153445188, 68.4815292337448, 68.4817199702091, 68.4809417688684, 68.4807815556341, 68.4894180294049, 68.4912795995634, 68.4925003080834, 68.4981079112544, 68.5172805756794, 68.5252761842499, 68.5285263073589, 68.5297470096937, 68.5459747358814, 68.5506467083505, 68.5377325698957, 68.472277240881)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE481N509,4810000,5090000,"list(list(c(21.9646451143058, 21.9633617428678, 21.9480285656085, 21.9419994366796, 21.9265080458605, 21.968243025673, 22.207603812496, 22.1601804652637, 21.9646451143058, 68.5506467083505, 68.5513916036418, 68.5544738796431, 68.5566406242946, 68.5626732828016, 68.6424855001659, 68.6266681628481, 68.5377325698957, 68.5506467083505)))",
83,Finland,FIN,FI,FI,Finland,Finland,Finlande,Finlandia,Suomi|Suomen Tasavalta,Finland,NA,Finland,Europe,Northern Europe,Europe,1,335647,10kmE481N510,4810000,5100000,"list(list(c(21.968243025673, 22.015182363009, 22.2554326792212, 22.207603812496, 21.968243025673, 68.6424855001659, 68.73148344896, 68.7155985045508, 68.6266681628481, 68.6424855001659)))",
